id,translation.pbb,translation.spa
418,"camba en, ptamu en",matrimonio (día de matrimonio) (m)
3314,"wagãs yuwe, llinu (T)",idioma castellano
2291,"pta'sh-, yuwe pta'sh-, pta'shi'sh-",avisar (v.t)
1705,mutcue,lulo (m)
2360,puts,orilla (f)
2280,pshi'nd-,burlar (imitando) (v.t)
135,atall luuch,pollo (m)
779,cta'ñi'j-,causar sentir 'señas' (v.t)
1050,dyi'j putste,orilla (del camino)
167,a'tsjanisa,susunga (cernidor) (f)
1103,ẽewee,estrella fugaz (f)
3068,ucalitu,eucalipto (árbol) (m)
1212,finze,frío (adj)
4,"F'¡'n'i pe'la 10. Waas yuwe' Kulubyate nasa h'ukaysahi'. Napa nasa kiweka' kwe's' yuwe' k'a'weysaic'a'. Naa nasasa c'habsu' e'z yuewetey kapiya'wa'ha"".",Artículo 10. El castellano es el idioma oficial de Colombia. Las lenguas y dialectos de los grupos étnicos son también oficiales en sus territorios. La enseñanza que se imparta en las comunidades con tradiciones lingiísticas propias será bilíngiie.
823,"cuetmuse, muse",arena (f)
3343,"walta, tul",huerta (f)
1969,paauu-,morir en lugar de otro (v.i)
1744,"nava, napa (T)",pero (conj)
938,cwaaty i'j-,cansar (causar cansancio) (v.t)
267,caafirmaí'j-,hacer firmar (v.t)
2620,shi'ta-,humear (v.i)
1321,īitse'j-,cocer (v.t)
1787,newe-,detener (v.t)
2937,tujnd-,cesar (calcarse el viento) (v.i)
745,cpiitan,capitán (m)
2297,ptjuc-,apretar (v.t)
2237,pjãja-,toser (v.i)
542,chinda's pchat-,cruzar las piernas (v.t)
2542,sẽj-,bajar (v.i)
2804,tech-,lamer (v.t)
1713,muuwe'sh,guambiano (indígena del Cauca) (m)
1992,-pa'ga,por (prep)
191,"bagach yujva, uca",nunca (adv)
456,ca'tyji'ji-,hacer estornudar (v.t)
158,atscue-,desplomarse (v.r)
2059,pcjaacjeni,reunión (f)
2045,pcambnisa,urdimbre (hilos del telar) (f)
1786,nes yuu-,permanecer (v.i)
3243,vichacue cjas,piusa (f)
1387,ītyī ũs-,estar despierto (v.i)
2866,tjũ'wẽ cafy,oído (m)
1828,nus,lluvia (f)
444,catashi'j-,encabar (v.t)
1183,ewmeete neeyũu- (lit. quedar en mal),ser condenado (v.i)
2107,peetjee-,penetrar (v.t)
3771,úuste thaamewa' hipme,sin vergúenza en el alma
3119,umbu-,derrumbarse (v.i)
3422,well,loro (ave) (m)
1525,jyta'ñi-,adivinar(v.t)
2188,pẽty shiwa,coto (bocio) (m)
2588,shawend-,volver (v.i)
881,cuse pjapj,palma de la mano (f)
3036,tyjicj,pescuezo (m)
1707,mutsu-,formar chupo (v.i)
1734,nasa ji'pj neeyũu-,concebir (v.i)
241,"butse, butse tash",yaruma (árbol) (m)
261,caacu'ju'j-,hacer bailar (v.t)
87,am,hacha (f)
3172,"u'tj; me'j, me'jwe (contestación)",adiós! (interj. de despedida)
1042,dyicy,caspa (f)
2882,tsam wes,alambre (m)
2463,quite ej,jardín (m)
530,chinda,pata (f)
222,bendecī-,bendecir (v.t)
607,cjas umbu-,mudar plumas (v.t)
3268,vits wala,montaña (f)
1040,dyictjẽ sũpy,calvo (adj)
3622,yu'cj,bosque (m)
1931,"ñusñus, yũsyũs",tristemente (adv)
503,chamba,zanja (f)
786,ctu'fi'j,hacer eructar (v.t)
617,cjastjẽ'j,lanudo (adj)
2209,piishã,oveja (f)
264,caacweetje'j-,hacer brillar (v.t)
16,aan,a ver (conj)
1365,is- (īis- ),vestirse (mujer) (v.r)
3388,wechwecha yajcy-,alegrarse (v.r)
1230,"fiwúu-, pcjacj-","recoger (semillas, granos) (v.t)"
1620,luucu vit-,enloquecer (v.t)
2900,tsjũtsj,espina (f)
3483,yaatseni,despreciado (p.p)
3521,yaj,picante (adj)
1834,nus umbu'mbu-,lloviznar (v.i)
2989,tuty letya,abdomen (m)
931,cviisu'j-,hacer entretenerse (v.t)
306,caapeltunaī'j-,hacer perdonar (v.t)
773,cshi’ta'j-,echar huso- (v.t)
2365,puuple,pobre (adj)
1364,īqui,crudo (adj)
413,calsun,calzones (m.pl)
2950,"tund, dund",rápido (adj)
872,cuse mush,dedo (m)
3663,yuse'j-,rascar (v.t)
3452,wẽt fi'nzem',alentado (p.p)
3024,tyic-,hartarse (v.r)
2842,"tjẽ'j, tjẽ'cjuẽ","viejo (m,f)"
2934,"tujme, tsẽytsẽy tujme, tujmetujme",gris (adj)
2265,pnjī‘j,madre con hijo u hija
3649,"yulusã, yulsã",deudor (m)
2243,pjeelu,careto (adj)
1851,nuypejna-,hacer rendir más (v.t)
2609,"shi'ndy- (chji'ndy-), nuychji'ndy-",obscurecer (v.t)
1790,ney npaasa,padrastro (m)
2041,pcal,pecado (m)
932,cviitj-,freír (v.t)
2063,pcyuu-,mal tratar (v.t)
3718,yuwe's apj-,encubrir (v.t)
2197,picas,viga (f)
1593,lengu-,cojear (v.i)
914,cuupjũ'j-,hacer brincar (v.t)
2615,shindyīi-,ser llorón (v.i)
2568,shamb,ombligo (m)
2465,quitj-,clavar (estaca) (v.t)
3783,Kiwe n'is',haberes de la tierra
2061,"pcjacj-, utya-",juntar (v.t)
3706,yuwe ucje'j-,echar la culpa (v.t)
2826,tjacue,grave (adj)
1101,"eeswee, cacue yu'",hemorragia (f)
680,claapjica,clavija (para torcer laso) (f)
769,"cshavyte, cshavysu",entre (prep)
232,bu'ch-,burbujear (v.i)
150,"atj- (jatj-), jyaatj-",vestirse (v.r)
3485,yaatu'j,hacer nido (v.t)
812,cue'sh,"nosotros, nosotras (pron.pers)"
23,"aate, aaga",abiertamente (adv)
3056,tyweteni,suelto (adj)
3566,yash,borrachero (m)
252,caacjimbu'j,hacer desatar (v.t)
195,"bajch-, achãa-",calentarse (v.r)
1569,"lanzh, ñu'py le'chcue",guatín (m)
2774,tandyīi-,girar (v.i)
972,"cyãawe'sh jīi , tyãawe'sh jīi","suyos, suyas (de ellos, ellas) (pron.pos)"
300,caapechcanu'j-,hacer olvidar (v.t)
2919,tu' vi-,opacar (v. i)
2062,pcji'cj-,lavar (loza) (v.it)
1841,nuycatyji-,sanar (v.t)
3399,"wẽeshu-, pcyuuwe'we-",ultrajar (v.t)
3124,ũ'ne-,llorar (v.i)
2930,"tucũ, chī'ch",torcaz pequeño (m)
115,apj,zancudo (m)
1938,ñuty,moco (m)
130,ashnu,asno (m)
1283,ī'cjwe'sh,visiones (f.pl)
3596,ya'yuu-,acontecer (v.impers)
1794,niisa,hija (f)
1661,me'm-,torcer (lazo) (v.t)
339,caaspẽtje'j-,mandar cortar (v.t)
1142,ẽsee-,ponerse liviano (v.i)
2445,quind,peine (m)
1385,ītyī,vivo (adj)
3751,Ikahsa Ec Ne'hwe's',libro mayor de poder
3291,vyuu bej,oro (m)
2917,"tswend-, (rep) tswendu'ndu-",retorcer (v.t)
2849,tjetjẽe,apisonar (v.t)
2904,tsundefy,martingalvis (árbol) (m)
3688,yuuse'je-,dar rasquiña (v.i)
280,caalisa'j-,hacer rezar (v.t)
943,cweechãa-,lavar las manos (v.r)
2810,teech,uno (adj)
3001,tuw,corto  (adj)
1830,nus chjãchja-,arreciar (la lluvia) (v.i)
2391,pũ'we,comilón (adj)
834,cũja-,multiplicar (v.t)
1306,iipe'j,hacerse responsable por otro (v.t)
3520,yaj,amargo (adj)
311,"caapiya'j-, peevya'j- (T)",enseñar (v.t)
2087,peefynicy-,trasladar (v.t)
2799,taw,faja (f)
310,caapi'qui'j-,mandar acompañar (v.t)
3499,ya'ctishi-,detenerse (v.i)
1763,neecaj-,hacer encargo (v.t)
391,cafi'j-,"abrir (hoyo, hueco) (v.t)"
2795,ta'tsu'j-,"torcer, ponerse torcido (v.t)"
141,atate tsẽy,azul celeste
327,caaquindu'j-,hacer peinar (v.t)
1437,ji'pjsa,rico (adj)
1955,paatj,aparar (v.t)
84,alpes,alverja (f)
2219,pinzhi'j,hacer muescas (v.t)
131,at-,cargar (en la mano) (v.t)
2497,quiwendawa,centella (planta) (f)
2429,quīj,"que, ¿qué? (pron)"
206,beca ñusha,chicha dulce
684,claus,clavo (m)
2466,qui'tj,diente (m)
3597,ya'yuu-,suceder (v.impers)
3408,wejcue,leve (adv)
1355,ipy,fuego (m)
2175,pẽ'ts,sudor (m)
3079,ucje'j-,culpar (v.t)
1627,maajũ,de donde
181,aviun cach-,aterrizar (v.i)
68,ãjmẽe,menos (adv)
9,"F'i'n'i pe'la 287 Naa ikahwa' t'utedn'i kiwete' maa maapa peek' iiushu yuuwa' hi'pta', K'awe's' ithásn'ite ma'we ipeyn'i ha'da, Ec Ne'hwe's' mtepa' ikah ha'da. K'a weh'ate na'we yuuwa' hi'pta' hrk : 1. Peek' ne'hwe's'yakh ya'ikahna teiis. 2. Kwekwe's ipa'kac'a' ne'hwe's'a' c'haba's k'tey yuuwa' hi'pta'. 3. Hi'pun'i ikahn'i kwekwetewe's't'i ew thegna, pkhakhn'i v'u u'kasa's ew kaselpina,K'tey K'tey yuuya' ya'tuduya'. 4. C'hab wala kiwete pkhakhn'i v'ua's ipa'kana.","Artículo 287. Las entidades territoriales gozan de autonomía para la gestión de sus intereses, y dentro de los límites de la Constitución y la ley. En tal virtud tendrán los siguientes derechos: 1. Gobernarse por autoridades propias. 2. Ejercer las competencias que les correspondan. 3. Administrar los recursos y establecer los tributos necesarios para el cumplimiento de susfunciones. 4. Participar en las rentas nacionales."
1338,ij fi'nze-,convivir (v.i)
923,cuw,absceso (m)
814,"cue'sh, cue'shjīi","nuestro, nuestra (pron.pos)"
513,"chavy-, (rep) chavi'vi'-",dar un paso (v.i)
2397,"pwel, ã'sh",mafafa (planta) (f)
2146,"pembẽe-, tũchj-",quejarse (emitir quejidos) (v.r)
407,cajcuega,encima de
3377,wecha en,felicidad (f)
1530,jytjãasni,voluntad (f)
624,cja'tya-,dar rejo (v.t)
961,cwe'we'j-,permitir hablar (v.t)
34,acha quiwe,tierra caliente
677,claa chich,carne de res
1649,meeme,higuillo (árbol) (m)
709,cneeyũ īts pullu,tamal de guineo
1332,iiwejch yajcy-,sentir orgulloso (v.i)
3747,Tas'te yuwe dukhsa pkhakhen'¡,reunión de vocero(s) o representante(s) de abajo (cámara baja)
609,cjas wãjyand,ovillo (de hilo de lana) (m)
1560,jyũ'nzh,"bola, forma de (adj)"
2871,tmbi'ch,alchucha (planta) (f)
2595,"shic, shictjẽ'j",áspero (adj)
1126,e'nz,dos (adj)
2834,"tjame yuj , tjaampa', paytjame'",vergonzoso (adj)
2913,tsu'vy,hinchazón (f)
1892,"nyu njī'j, ntsuuts",suegra (f)
190,bagach yujva,jamás (adv)
870,cuse meetjacue,dorso de la mano (m)
117,apj-,cubrir (v.t)
104,anz-,cubrir (con cobija) (v.t)
3656,yupsa,impedimento (m)
428,canzh putasã,olor (fétido)
1738,nasa u'pnimẽe quiwe,desierto (m)
3044,"tylty, tyity le'le",lodo (m)
3208,"ũusacha-, ũuscha-",enojarse (v.r)
988,"cyte, cysu","allá, allí (adv)"
1635,"mama wala, mama lula, neepenzh",abuela (f)
2435,quijyãa-,sobrar (v.i)
3604,yeletjẽ'j,cosquilloso (adj)
2467,quītj,maní (m)
2983,"tũtũu-, pembẽe-",mugir (vaca) (v.i)
976,"cy'chavi'j-, caayu'spẽtje'j-, cyu'spẽtje'j-",hacer tropezar (v.t)
352,caatwaca'j-,hacer cortar (v.t)
2570,shamb wes,cordón umbilical (m)
2193,pẽtyj watse,vena yugular (f)
1257,"fytũ, fytũu tash",árbol (m)
1917,ñus we'we-,lamentar (v.t)
2519,scuba,escoba (f)
732,cpandu'j-,hacer barrer (v.t)
926,cuwe'j-,hacer coger (v.t)
2628,shquiicy,chlcao (ave amarilla) (m)
789,ctyaaja'j-,hacer poner (v.t)
2827,tjacue,peor (adj)
1811,nmi',marido (m)
2250,pju'se'j-,renovar (v.t)
1827,nuqui-,pegarse a (v.r)
39,ãchpcach,hasta ahora
3329,wa'l-,tener pereza (v.i)
909,cutyj dyi'tj ej,maizal (sin mazorca)
2612,"shi'ndy, chji'ndy",abeja (f)
2007,pal,sacerdote (m)
3459,weterra ũs-,estar caído (v.i)
1737,nasa lisa,cada persona
2106,peetjẽ,mejicano (planta) (m)
2839,tjẽeyũu-,durar (v.i)
3201,ũus,germen (parte de la semilla) (m)
2902,tsund,gotera (f)
2406,"pytjaa pang-, aca cnay-",sufrir dolor (v.t)
1214,finze yuu-,hacer fresco (v.i)
1506,jypa'yacy!,cuidado! (interj)
2554,sendy yuu-,volverse mezquino (v.i)
1901,"ñiñ, ñiñcuẽ",pepita (f)
2398,pyacj,hermana con hermana
730,cpa'ja'j,hacer llegar (v.t)
1087,ee,sangre (f)
3099,ujndy-,secarse (v.i)
1664,menz,cola (f)
3197,"uuni cacue, cacue cja'ty",cadáver (m)
3270,vitssu,serranía (f)
2102,peetenzu-,estar apretado (v.t)
2317,pucy,pendiente (subida) (adj)
2040,-pcachja',mientras (adv)
622,cja'ty cu'nd-,curtir (cuero) (v.t)
1615,"luuch u'y, wesacuẽ, wasacuẽ",muchacha (f)
2880,tsam tut-sa,herrero (m)
672,cjya'ndyi'j-,permitir tocar (v.t)
3785,ete Yuwe Dukhsa,"representante, vocero de la cámara alta"
480,cchiiwa'j-,empachar (v.t)
974,cya'ndu'j-,enredar v.t)
1868,nvijt-,dejar (v.t)
2505,saatill,zarco (ojos verdes) (adj)
2873,tpand-,arremangar (v.t)
2552,sende'nde-,enfilarse (v.i)
2988,"tuty jya'ndysa, nasa spaacysa",partera (f)
253,caacjumbe'j-,hacer arrancar (v.t)
586,cjãas,ortiga (planta) (f)
2382,puuty we'we-,platicar (v.i)
556,chu'c h-,mamar (v.i)
3578,yat ta'ng,casa en forma de L
1035,dycjas,cabello (m)
292,caapã'chi'j-,hacer cubrirse (v.t)
27,acaach-,caer encina de (v.t)
1449,julnu,horno (m)
1303,iindy jīi,tuyo (pron.pos)
715,cpaacue'j-,permitir buscar (v.t)
1390,"iw, chull",pene (m)
1528,jytjaacue,desasíado (adv)
1700,mujm,guadua (f)
2715,"sunde-, (rep) sundende-",rasgar (v.t)
1614,"luuch pijts, pitscuẽ, cuẽ",muchacho (m)
2056,pchjī'chi-,lavar la cara (v.t)
2120,pejca,siempre (con seguridad)
180,a'tyji'j-,estornudar (v.t)
1534,jytujnd-,"estar encarcelado, detenido (v.i)"
1504,jypa'ga- (jypa'ca-),recibir (v.t)
2596,shicani,risa (f)
3260,vite cuscuscjẽ,pasado mañana
2622,shlaapũn,eslabón (m)
3247,viits-,echar espigas (v.i)
3140,u'pu-,habitar (v.t)
2644,shũu cjash,mazamorra sin dulce
3335,"wala, iimẽj",muy (adv)
1998,"pa'j-, iipa'j-",llegar (v.i)
878,cuse pi ',brazo (inferior) (m)
681,claatyi,carate (especie de sarna) (m)
1002,cyũusu'j- (cñusu'j-),entristecer (v.t)
2958,tupapwejy,telaraña (f)
2732,susũu-,chorrear (v.i)
3741,nasa kuh hi'pun'it' i'pe'hn'i,manejo de bienes de muchas personas
381,cachu,cacho (m)
1853,nuype'te-,permitir amanecer (v.t)
1323,"íitse'jsa, csinela",cocinera (f)
806,cue quiwe wendy,sabaleta (pez) (f)
3093,"ujca-, ijca, (rep) uca'ca-, iica'ca-",golpear (v.t)
2468,qui'tj caacutyi'j,hacer extraer muela (v.t)
1905,ñunda alcu (T),zorro perro (m)
3645,"yul, yuul",cuenta (f)
540,chinda watse,tendón (del pie)
1177,ewmẽe yaacyni,malicia (f)
2698,squijw-,verter (v.t)
1408,je'ng,paladar (m)
379,cachni,asiento (m)
2335,"pume-, pus-, tende-",tender (v.t)
1682,mityj yuc,fondo de la olla
3366,wãwã mil,miel de abejas
1704,mushclẽ,huarango (árbol) (m)
2817,teesacy,seis (adj)
1750,"na'wẽ, tya'wẽ, cyã'wẽ",así (adv)
854,"cupe, tyi'fy",búho (m)
1855,nuyquite-,hacer florecer (v.t)
1369,isa-,ensayar (v.t)
249,caachji'j-,hacer sentarse (v.t)
2206,piisa-,tallar (v.t)
1107,"ejme, ejmejme",corriente (del río) (m)
2521,scuupy-,mudar la piel (culebra) (v.i)
1736,nasa ji'pjsa,embarazada (encinta) (adj)
1072,"dyuus tata, neeney",padrino (m)
2151,pendãa-,enterrar (v.t)
905,cutyj bej,maíz común
3070,ucapajcy-,rempujar (v.t)
899,"cu'ta, bap (J), bamba (T)",hombro (m)
2523,scuutyj ej,trigal (m)
2672,"smejme, tsmejme",mariposa (f)
3085,"ufy-, (rep) ufyjiifi-",chiflar (v.i)
1062,dyi'p,cara (f)
2648,shuuna' me'p!,silencio! (interj)
1523,jysũutj- (fysũutj- T),esconderse (v.r)
942,cwa'lu'j-,hacer tener pereza (v.t)
2797,taul,ataúd (m)
1804,njī'j npaasa,madrastra (f)
1746,na'wẽ,"como, lo mismo que (adv)"
431,capia,chivo (m)
3598,ye'ch,retoño (m)
918,"cuutya'j-, nuyutya-",acercar (v.t)
754,"cpunga'j wee, punga wee",colerín (m)
3278,vyaa-,aparecer (v.i)
2806,tecj us,tres veces
2242,pjaterra u'p-,estar abierto (v.i)
2296,ptjãawe-,hacer daño a una persona (v.t)
2668,slluj,chlguaco (ave) (m)
1611,luuch deeñi wej (T),hamaca (f)
1822,ntundy-,beber lo ajeno
2783,taqui'nisa,domesticado (p.p)
3235,u'y pyacj,concuñada (f)
928,cuy-,mirar (adentro) (v.t)
3414,weji-,endurecerse (v.i)
230,bu'ch,espuma (f)
2788,tashte,delante de (adv)
601,cjaquima,jáquima (f)
1153,"e'ste u'j-, e'ste yuj-",seguir  (v.i)
3114,ulñi'ñ,curíbano (planta) (m)
2936,tujmete,en seco
1448,jueves,jueves (m)
844,culu-,acogollar (v.i)
1286,i'cue'sh,ustedes
1197,fīi-,marchitar (v.t)
1239,fiycãj-,estar desalentado (v.i)
1605,lucjlucj jī-,cloquear (gallinas) (v.i)
631,"cjẽendyi'j, jycjẽendyi'j (lit. camino de tragar)",esófago (m)
3186,ũuchcue,un rato
2555,sepu,sebo (m)
1,"F'¡'n'i pe'la 2. Naa c'hab wala kiwete npicthé'we's'a' nasa hu'ghu ya'yaak'n'i's K'tey yuuna h'ukaysat'i nwe'we hi'pta': c'hab wala h'ukay wét iiskiwe'n'isuma'kyuu, h'ukaysahitewe's'ma'kyuu, ipeyni'ma't'yuu, pkhakhec'a ius ki'pn'isuma'kyuu, kwe's' kusesu fiin fiin atn'i'tfima't'yuu, naa c'hab wala kiwete kimyuhpa v'ite c'hab wala kiwehuwe's' kuc'","Artículo 2. Son fines esenciales del Estado: servir a la comunidad, promover la prosperidad general y garantizar la efectividad de los principios, derechos y deberes consagrados en la Constitución; facilitar la participación de todos en las decisiones que los afecta en la vida económica, política, administrativa y cultural de la Nación; defender la independencia nacional, mantener la integridad territorial y asegurar la convivencia pacífica y la vigencia de un orden justo."
1312,īis-,poner falda (v.t)
1945,paandeesa,huésped (m)
2754,tãapj,neblina (f)
3707,yuwe ũs-,quejarse (acusar a otro) (v.r)
2524,scuutyj shũsh-,restregar (v.t)
3465,we'weni,voz (f)
2651,shuuna' vit-,callar (v.t)
946,cweejya'j-,abanicar (v.t)
79,"ajtse-, dyī'wẽje-",menospreciar (v.t)
2924,"tucha'cy, cha'cy",cuchara (f)
49,"acy, a'cjy (T)",macana (para cavar) (f)
19,ãandyijimẽe,obligatoriamente (adj)
771,csha'w-,soñar (v.t)
1985,pã'cj,sarapanga (semilla que vuelve a dar después de cosechado) (f)
3627,yu'cj tumb,paloma silvestre
3792,ya'nwewen'i,recurrir en alguna de las forma de protección
1021,ducj-,entregar (v.t)
1069,Dyus yuwe,Palabra de Dios
3693,yuuwesa,culpable (adj.)
725,cpaatjeng-,lograr airar (v.t)
73,ãjsa,capaz (adj)
3716,yũ'wẽesa,sediento (adj)
1903,ñun-,dar fruto (v.i)
1133,ẽs,piojo (m)
1348,"ī'nẽe, ī'nrráa",sin motivo (adv)
3462,wẽtwẽt,alegre (adj)
2036,payu,bayo (adj)
200,bats ej,cabuyal (m)
3464,we'weni,habla (f)
748,cpi'sh quīj-,caer rayo (v.i)
1131,e'nztewe'sh,segundo (adj)
804,"cuchi-, ya'cuchi-",aburrirse (v.r)
2400,pyaj tse-,aborrecer (aversión a la comida) (v.t)
3082,ũ'cue jīi,mí a (adj. pos)
2684,spajcy-,descargar (v.t)
3002,tuya,enrazada (animal) (adj)
227,blal,umbral (m)
355,caau'ju-,hacer andar (v.t)
2618,"shish-, (rep) shishi'shi-",rajarse (v.r)
1930,ñusha'j-,endulzar (v.t)
1276,īcj,charco (m)
35,acha yuu-,hacer calor (v.i)
2179,petsete-,hender (v.t)
3064,ũ-,alimento (m)
3134,"upj-, (rep) ũpjũupj-",brincar (v.i)
2221,pi'py,paja brava (planta) (f)
499,cha'cy-,enfadarse (v.t)
1222,finzha,codo (m)
1557,jyu'jmeecue,breve (adv)
86,alum,lobo (m)
750,cpjãaja'jni,tos (f)
113,ape,zapallo (m)
2113,"peetsujts, ntsuuts",tía (hermana del papá) (f)
3087,u'j-,"ir, irse (v .i)"
563,chucha cu'jni,baile de la chucha
2032,pa'ya-,llamar (v.t)
3146,us,riñón (m)
856,cupjat-,meter (cosa gruesa) (v.t)
3138,"u'pni, ũsni",morada (f)
1450,jũ'na aañu,año pasado
2264,pniisa,hija con el padre o la madre
1848,nuyle'chi-,reducir (v.t)
1325,iiwajca-,cortarse (el pelo) (v.t)
3439,"wenzh-, (rep) wenzhi'nzh-",arrastrar (v.t)
1189,ewte neeyũu- (lit. quedar en bien),ser salvo (v.i)
78,"ajtse-, atseyajcy-, weech-",despreciar (v.t)
1668,mercau,mercado (m)
3391,wee,peste (f)
751,cpjãja'j-,hacer toser (v.t)
151,atjni,vestido (m)
3668,yutj-,prender (leña) (v.i)
2452,qui's-,"guardar dieta, o día de fiesta (v.t)"
